match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision,team_1_avg_runs,team_2_avg_runs,team_1_won_toss,team_1_batted_first,venue_encoded,team_1_won
351693,Australia,New Zealand,168,123,Australia,"Brisbane Cricket Ground, Woolloongabba",New Zealand,field,246.49891540130153,234.99731903485255,0,1,36,1
352665,England,West Indies,270,244,England,Providence Stadium,England,bat,241.78454332552693,219.19893899204243,1,1,191,1
352666,West Indies,England,264,243,West Indies,Providence Stadium,West Indies,bat,219.19893899204243,241.78454332552693,1,1,191,1
352667,England,West Indies,117,117,West Indies,"Kensington Oval, Bridgetown",West Indies,field,241.78454332552693,219.19893899204243,0,1,126,0
352668,West Indies,England,239,136,West Indies,"Kensington Oval, Bridgetown",England,field,219.19893899204243,241.78454332552693,0,1,126,1
352669,England,West Indies,172,146,England,"Beausejour Stadium, Gros Islet",West Indies,field,241.78454332552693,219.19893899204243,0,1,24,1
360800,South Africa,Kenya,336,177,South Africa,OUTsurance Oval,South Africa,bat,246.04545454545453,178.625,1,1,184,1
361043,India,England,387,229,India,Madhavrao Scindia Cricket Ground,England,field,247.694,241.78454332552693,0,1,142,1
361044,India,England,292,238,India,Maharani Usharaje Trust Cricket Ground,India,bat,247.694,241.78454332552693,1,1,143,1
361045,England,India,240,198,England,Green Park,England,bat,241.78454332552693,247.694,1,1,95,1
361046,India,England,166,178,England,M Chinnaswamy Stadium,England,field,247.694,241.78454332552693,0,1,135,0
361047,England,India,270,273,India,Barabati Stadium,India,field,241.78454332552693,247.694,0,1,16,0
366341,India,Sri Lanka,258,212,India,R Premadasa Stadium,India,bat,247.694,229.3519313304721,1,1,203,1
366623,India,New Zealand,273,162,India,McLean Park,India,bat,247.694,234.99731903485255,1,1,158,1
366624,New Zealand,India,270,201,New Zealand,Seddon Park,New Zealand,bat,234.99731903485255,247.694,1,1,226,1
366625,India,New Zealand,149,151,New Zealand,Eden Park,India,bat,247.694,234.99731903485255,1,1,79,0
366627,India,New Zealand,392,334,India,AMI Stadium,New Zealand,field,247.694,234.99731903485255,0,1,0,1
366711,West Indies,New Zealand,128,129,New Zealand,Westpac Stadium,New Zealand,field,219.19893899204243,234.99731903485255,0,1,298,0
374059,West Indies,Pakistan,294,295,Pakistan,Sheikh Zayed Stadium,West Indies,bat,219.19893899204243,237.21428571428572,1,1,237,0
374060,Pakistan,West Indies,232,208,Pakistan,Sheikh Zayed Stadium,Pakistan,bat,237.21428571428572,219.19893899204243,1,1,237,1
375456,Zimbabwe,Sri Lanka,127,130,Sri Lanka,Harare Sports Club,Sri Lanka,field,204.35055350553506,229.3519313304721,0,1,102,0
375457,Zimbabwe,Sri Lanka,67,68,Sri Lanka,Harare Sports Club,Zimbabwe,bat,204.35055350553506,229.3519313304721,1,1,102,0
375460,Sri Lanka,Zimbabwe,171,166,Sri Lanka,Harare Sports Club,Zimbabwe,field,229.3519313304721,204.35055350553506,0,1,102,1
375462,Sri Lanka,Zimbabwe,152,133,Sri Lanka,Harare Sports Club,Zimbabwe,field,229.3519313304721,204.35055350553506,0,1,102,1
377313,India,West Indies,339,319,India,"Sabina Park, Kingston",India,bat,247.694,219.19893899204243,1,1,216,1
377314,India,West Indies,188,192,West Indies,"Sabina Park, Kingston",India,bat,247.694,219.19893899204243,1,1,216,0
377315,West Indies,India,186,159,West Indies,"Beausejour Stadium, Gros Islet",India,field,219.19893899204243,247.694,0,1,24,1
378753,Zimbabwe,Bangladesh,205,167,Zimbabwe,Shere Bangla National Stadium,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,240,1
378755,Sri Lanka,Bangladesh,147,151,Bangladesh,Shere Bangla National Stadium,Bangladesh,field,229.3519313304721,214.4063492063492,0,1,240,0
378759,Zimbabwe,Bangladesh,119,121,Bangladesh,Shere Bangla National Stadium,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,240,0
380715,West Indies,England,160,161,England,County Ground,England,field,219.19893899204243,241.78454332552693,0,1,61,0
380716,England,West Indies,328,270,England,Edgbaston,West Indies,field,241.78454332552693,219.19893899204243,0,1,81,1
383275,England,Ireland,203,112,England,"Civil Service Cricket Club, Stormont",England,bat,241.78454332552693,217.432,1,1,56,1
385025,Kenya,Zimbabwe,234,236,Zimbabwe,Gymkhana Club Ground,Kenya,bat,178.625,204.35055350553506,1,1,98,0
385749,Sri Lanka,Pakistan,219,220,Pakistan,National Stadium,Sri Lanka,bat,229.3519313304721,237.21428571428572,1,1,173,0
385750,Sri Lanka,Pakistan,290,161,Sri Lanka,National Stadium,Pakistan,field,229.3519313304721,237.21428571428572,0,1,173,1
385751,Sri Lanka,Pakistan,309,75,Sri Lanka,Gaddafi Stadium,Sri Lanka,bat,229.3519313304721,237.21428571428572,1,1,85,1
386530,Sri Lanka,India,246,247,India,Rangiri Dambulla International Stadium,India,field,229.3519313304721,247.694,0,1,209,0
386531,India,Sri Lanka,256,241,India,R Premadasa Stadium,India,bat,247.694,229.3519313304721,1,1,203,1
386532,India,Sri Lanka,363,216,India,R Premadasa Stadium,India,bat,247.694,229.3519313304721,1,1,203,1
386533,India,Sri Lanka,332,265,India,R Premadasa Stadium,India,bat,247.694,229.3519313304721,1,1,203,1
386534,Sri Lanka,India,320,252,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,203,1
387566,South Africa,England,250,252,England,SuperSport Park,England,field,246.04545454545453,241.78454332552693,0,1,258,0
387567,South Africa,England,354,242,South Africa,Newlands,South Africa,bat,246.04545454545453,241.78454332552693,1,1,180,1
387568,South Africa,England,119,121,England,St George's Park,South Africa,bat,246.04545454545453,241.78454332552693,1,1,253,0
390204,Scotland,Ireland,232,233,Ireland,Willowmoore Park,Ireland,field,216.5981308411215,217.432,0,1,300,0
390227,Canada,Scotland,252,104,Canada,Willowmoore Park,Scotland,field,192.63934426229508,216.5981308411215,0,1,300,1
392616,Australia,Pakistan,168,171,Pakistan,Dubai Sports City Cricket Stadium,Australia,bat,246.49891540130153,237.21428571428572,1,1,76,0
392617,Pakistan,Australia,207,208,Australia,Dubai Sports City Cricket Stadium,Pakistan,bat,237.21428571428572,246.49891540130153,1,1,76,0
392618,Australia,Pakistan,198,171,Australia,Sheikh Zayed Stadium,Australia,bat,246.49891540130153,237.21428571428572,1,1,237,1
392619,Pakistan,Australia,197,200,Australia,Sheikh Zayed Stadium,Pakistan,bat,237.21428571428572,246.49891540130153,1,1,237,0
392620,Australia,Pakistan,250,254,Pakistan,Sheikh Zayed Stadium,Australia,bat,246.49891540130153,237.21428571428572,1,1,237,0
401073,Bangladesh,West Indies,246,194,Bangladesh,"Windsor Park, Roseau",West Indies,field,214.4063492063492,219.19893899204243,0,1,302,1
401074,West Indies,Bangladesh,274,276,Bangladesh,"Windsor Park, Roseau",West Indies,bat,219.19893899204243,214.4063492063492,1,1,302,0
401075,West Indies,Bangladesh,248,249,Bangladesh,"Warner Park, Basseterre",West Indies,bat,219.19893899204243,214.4063492063492,1,1,294,0
403370,Sri Lanka,Pakistan,232,196,Sri Lanka,Rangiri Dambulla International Stadium,Pakistan,field,229.3519313304721,237.21428571428572,0,1,209,1
403371,Pakistan,Sri Lanka,168,169,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field,237.21428571428572,229.3519313304721,0,1,209,0
403372,Pakistan,Sri Lanka,288,289,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,field,237.21428571428572,229.3519313304721,0,1,209,0
403373,Pakistan,Sri Lanka,321,175,Pakistan,R Premadasa Stadium,Pakistan,bat,237.21428571428572,229.3519313304721,1,1,203,1
403374,Pakistan,Sri Lanka,279,147,Pakistan,R Premadasa Stadium,Pakistan,bat,237.21428571428572,229.3519313304721,1,1,203,1
403380,Sri Lanka,New Zealand,216,119,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat,229.3519313304721,234.99731903485255,1,1,203,1
403381,Sri Lanka,India,307,168,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,203,1
403382,New Zealand,India,155,156,India,R Premadasa Stadium,New Zealand,bat,234.99731903485255,247.694,1,1,203,0
403383,India,Sri Lanka,319,273,India,R Premadasa Stadium,India,bat,247.694,229.3519313304721,1,1,203,1
406192,Australia,West Indies,256,143,Australia,Melbourne Cricket Ground,West Indies,field,246.49891540130153,219.19893899204243,0,1,160,1
406193,West Indies,Australia,170,171,Australia,Adelaide Oval,West Indies,bat,219.19893899204243,246.49891540130153,1,1,1,0
406194,Australia,West Indies,225,6,Australia,Sydney Cricket Ground,West Indies,field,246.49891540130153,219.19893899204243,0,1,260,1
406195,Australia,West Indies,324,274,Australia,"Brisbane Cricket Ground, Woolloongabba",West Indies,field,246.49891540130153,219.19893899204243,0,1,36,1
406196,Australia,West Indies,324,199,Australia,Melbourne Cricket Ground,Australia,bat,246.49891540130153,219.19893899204243,1,1,160,1
406202,Pakistan,Australia,274,275,Australia,"Brisbane Cricket Ground, Woolloongabba",Pakistan,bat,237.21428571428572,246.49891540130153,1,1,36,0
406203,Australia,Pakistan,267,127,Australia,Sydney Cricket Ground,Pakistan,field,246.49891540130153,237.21428571428572,0,1,260,1
406204,Australia,Pakistan,286,246,Australia,Adelaide Oval,Australia,bat,246.49891540130153,237.21428571428572,1,1,1,1
406205,Australia,Pakistan,277,142,Australia,Western Australia Cricket Association Ground,Australia,bat,246.49891540130153,237.21428571428572,1,1,296,1
406206,Pakistan,Australia,212,213,Australia,Western Australia Cricket Association Ground,Pakistan,bat,237.21428571428572,246.49891540130153,1,1,296,0
410337,Zimbabwe,Bangladesh,207,211,Bangladesh,Queens Sports Club,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,200,0
410338,Bangladesh,Zimbabwe,320,271,Bangladesh,Queens Sports Club,Zimbabwe,field,214.4063492063492,204.35055350553506,0,1,200,1
410339,Zimbabwe,Bangladesh,323,254,Zimbabwe,Queens Sports Club,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,200,1
410340,Zimbabwe,Bangladesh,312,313,Bangladesh,Queens Sports Club,Zimbabwe,bat,204.35055350553506,214.4063492063492,1,1,200,0
410341,Zimbabwe,Bangladesh,209,212,Bangladesh,Queens Sports Club,Zimbabwe,bat,204.35055350553506,214.4063492063492,1,1,200,0
415162,Kenya,Canada,113,117,Canada,Maple Leaf North-West Ground,Canada,field,178.625,192.63934426229508,0,1,154,0
415273,Sri Lanka,South Africa,319,206,Sri Lanka,SuperSport Park,South Africa,field,229.3519313304721,246.04545454545453,0,1,258,1
415274,West Indies,Pakistan,133,134,Pakistan,New Wanderers Stadium,West Indies,bat,219.19893899204243,237.21428571428572,1,1,178,0
415275,New Zealand,South Africa,214,217,South Africa,SuperSport Park,South Africa,field,234.99731903485255,246.04545454545453,0,1,258,0
415276,Sri Lanka,England,212,213,England,New Wanderers Stadium,England,field,229.3519313304721,241.78454332552693,0,1,178,0
415277,Australia,West Indies,275,225,Australia,New Wanderers Stadium,West Indies,field,246.49891540130153,219.19893899204243,0,1,178,1
415278,Pakistan,India,302,248,Pakistan,SuperSport Park,Pakistan,bat,237.21428571428572,247.694,1,1,258,1
415279,New Zealand,Sri Lanka,315,277,New Zealand,New Wanderers Stadium,Sri Lanka,field,234.99731903485255,229.3519313304721,0,1,178,1
415280,England,South Africa,323,301,England,SuperSport Park,England,bat,241.78454332552693,246.04545454545453,1,1,258,1
415282,England,New Zealand,146,147,New Zealand,New Wanderers Stadium,New Zealand,field,241.78454332552693,234.99731903485255,0,1,178,0
415283,Pakistan,Australia,205,206,Australia,SuperSport Park,Australia,field,237.21428571428572,246.49891540130153,0,1,258,0
415284,West Indies,India,129,130,India,New Wanderers Stadium,India,field,219.19893899204243,247.694,0,1,178,0
415285,England,Australia,257,258,Australia,SuperSport Park,England,bat,241.78454332552693,246.49891540130153,1,1,258,0
415286,Pakistan,New Zealand,233,234,New Zealand,New Wanderers Stadium,Pakistan,bat,237.21428571428572,234.99731903485255,1,1,178,0
415287,New Zealand,Australia,200,206,Australia,SuperSport Park,New Zealand,bat,234.99731903485255,246.49891540130153,1,1,258,0
416236,Australia,India,292,288,Australia,Reliance Stadium,Australia,bat,246.49891540130153,247.694,1,1,211,1
416237,India,Australia,354,255,India,"Vidarbha Cricket Association Stadium, Jamtha",Australia,field,247.694,246.49891540130153,0,1,287,1
416238,Australia,India,229,230,India,Feroz Shah Kotla,Australia,bat,246.49891540130153,247.694,1,1,83,0
416239,Australia,India,250,226,Australia,"Punjab Cricket Association Stadium, Mohali",India,field,246.49891540130153,247.694,0,1,195,1
416240,Australia,India,350,347,Australia,"Rajiv Gandhi International Stadium, Uppal",Australia,bat,246.49891540130153,247.694,1,1,207,1
416241,India,Australia,170,172,Australia,Nehru Stadium,India,bat,247.694,246.49891540130153,1,1,175,0
422626,Bangladesh,Zimbabwe,186,189,Zimbabwe,Shere Bangla National Stadium,Zimbabwe,field,214.4063492063492,204.35055350553506,0,1,240,0
422627,Zimbabwe,Bangladesh,219,221,Bangladesh,Shere Bangla National Stadium,Zimbabwe,bat,204.35055350553506,214.4063492063492,1,1,240,0
422628,Zimbabwe,Bangladesh,196,198,Bangladesh,Shere Bangla National Stadium,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,240,0
422629,Zimbabwe,Bangladesh,44,49,Bangladesh,Zohur Ahmed Chowdhury Stadium,Zimbabwe,bat,204.35055350553506,214.4063492063492,1,1,306,0
422630,Zimbabwe,Bangladesh,221,222,Bangladesh,Zohur Ahmed Chowdhury Stadium,Bangladesh,field,204.35055350553506,214.4063492063492,0,1,306,0
423783,New Zealand,Bangladesh,336,190,New Zealand,McLean Park,New Zealand,bat,234.99731903485255,214.4063492063492,1,1,158,1
423784,Bangladesh,New Zealand,183,185,New Zealand,University Oval,New Zealand,field,214.4063492063492,234.99731903485255,0,1,280,0
423785,Bangladesh,New Zealand,241,244,New Zealand,AMI Stadium,New Zealand,field,214.4063492063492,234.99731903485255,0,1,0,0
423791,Australia,New Zealand,275,281,New Zealand,McLean Park,Australia,bat,246.49891540130153,234.99731903485255,1,1,158,0
423792,Australia,New Zealand,273,253,Australia,Eden Park,Australia,bat,246.49891540130153,234.99731903485255,1,1,79,1
423793,New Zealand,Australia,245,248,Australia,Seddon Park,Australia,field,234.99731903485255,246.49891540130153,0,1,226,0
423794,New Zealand,Australia,238,202,New Zealand,Eden Park,Australia,field,234.99731903485255,246.49891540130153,0,1,79,1
423795,New Zealand,Australia,241,190,New Zealand,Westpac Stadium,Australia,field,234.99731903485255,246.49891540130153,0,1,298,1
426384,Australia,Ireland,231,192,Australia,Clontarf Cricket Club Ground,Australia,bat,246.49891540130153,217.432,1,1,58,1
426387,Australia,England,267,268,England,The Rose Bowl,Australia,bat,246.49891540130153,241.78454332552693,1,1,264,0
426388,Australia,England,239,243,England,Sophia Gardens,Australia,bat,246.49891540130153,241.78454332552693,1,1,248,0
426389,Australia,England,212,214,England,Old Trafford,England,field,246.49891540130153,241.78454332552693,0,1,186,0
426390,Australia,England,290,212,Australia,Kennington Oval,England,field,246.49891540130153,241.78454332552693,0,1,123,1
426391,Australia,England,277,235,Australia,Lord's,Australia,bat,246.49891540130153,241.78454332552693,1,1,133,1
426403,Bangladesh,England,250,251,England,Trent Bridge,Bangladesh,bat,214.4063492063492,241.78454332552693,1,1,275,0
426404,Bangladesh,England,236,231,Bangladesh,County Ground,England,field,214.4063492063492,241.78454332552693,0,1,61,1
426405,England,Bangladesh,347,203,England,Edgbaston,Bangladesh,field,241.78454332552693,214.4063492063492,0,1,81,1
426420,Bangladesh,England,228,229,England,Shere Bangla National Stadium,England,field,214.4063492063492,241.78454332552693,0,1,240,0
426421,Bangladesh,England,260,261,England,Shere Bangla National Stadium,England,field,214.4063492063492,241.78454332552693,0,1,240,0
426422,England,Bangladesh,284,239,England,Zohur Ahmed Chowdhury Stadium,Bangladesh,field,241.78454332552693,214.4063492063492,0,1,306,1
426428,England,Pakistan,274,250,England,Riverside Ground,Pakistan,field,241.78454332552693,237.21428571428572,0,1,212,1
426429,Pakistan,England,294,295,England,Headingley,Pakistan,bat,237.21428571428572,241.78454332552693,1,1,104,0
426430,Pakistan,England,241,218,Pakistan,Kennington Oval,Pakistan,bat,237.21428571428572,241.78454332552693,1,1,123,1
426431,Pakistan,England,265,227,Pakistan,Lord's,Pakistan,bat,237.21428571428572,241.78454332552693,1,1,133,1
426432,England,Pakistan,256,135,England,The Rose Bowl,England,bat,241.78454332552693,237.21428571428572,1,1,264,1
426720,Pakistan,New Zealand,287,149,Pakistan,Sheikh Zayed Stadium,Pakistan,bat,237.21428571428572,234.99731903485255,1,1,237,1
426721,New Zealand,Pakistan,303,239,New Zealand,Sheikh Zayed Stadium,New Zealand,bat,234.99731903485255,237.21428571428572,1,1,237,1
426722,New Zealand,Pakistan,211,204,New Zealand,Sheikh Zayed Stadium,New Zealand,bat,234.99731903485255,237.21428571428572,1,1,237,1
430508,South Africa,Zimbabwe,295,250,South Africa,Willowmoore Park,Zimbabwe,field,246.04545454545453,204.35055350553506,0,1,300,1
430509,South Africa,Zimbabwe,331,119,South Africa,SuperSport Park,Zimbabwe,field,246.04545454545453,204.35055350553506,0,1,258,1
430886,India,Sri Lanka,414,411,India,Madhavrao Scindia Cricket Ground,Sri Lanka,field,247.694,229.3519313304721,0,1,142,1
430887,India,Sri Lanka,301,302,Sri Lanka,"Vidarbha Cricket Association Stadium, Jamtha",India,bat,247.694,229.3519313304721,1,1,287,0
430888,Sri Lanka,India,239,243,India,Barabati Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,16,0
430889,Sri Lanka,India,315,317,India,Eden Gardens,Sri Lanka,bat,229.3519313304721,247.694,1,1,77,0
433558,India,Bangladesh,370,283,India,Shere Bangla National Stadium,Bangladesh,field,247.694,214.4063492063492,0,1,240,1
433559,Kenya,New Zealand,69,72,New Zealand,"MA Chidambaram Stadium, Chepauk",Kenya,bat,178.625,234.99731903485255,1,1,140,0
433560,Sri Lanka,Canada,332,122,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat,229.3519313304721,192.63934426229508,1,1,146,1
433561,Australia,Zimbabwe,262,171,Australia,"Sardar Patel Stadium, Motera",Australia,bat,246.49891540130153,204.35055350553506,1,1,219,1
433562,Netherlands,England,292,296,England,"Vidarbha Cricket Association Stadium, Jamtha",Netherlands,bat,202.0909090909091,241.78454332552693,1,1,287,0
433563,Pakistan,Kenya,317,112,Pakistan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,bat,237.21428571428572,178.625,1,1,146,1
433564,West Indies,South Africa,222,223,South Africa,Feroz Shah Kotla,South Africa,field,219.19893899204243,246.04545454545453,0,1,83,0
433565,New Zealand,Australia,206,207,Australia,"Vidarbha Cricket Association Stadium, Jamtha",Australia,field,234.99731903485255,246.49891540130153,0,1,287,0
433566,Bangladesh,Ireland,205,178,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat,214.4063492063492,217.432,1,1,240,1
433567,Pakistan,Sri Lanka,277,266,Pakistan,R Premadasa Stadium,Pakistan,bat,237.21428571428572,229.3519313304721,1,1,203,1
433568,India,England,338,338,England,M Chinnaswamy Stadium,India,bat,247.694,241.78454332552693,1,1,135,0
433569,West Indies,Netherlands,330,115,West Indies,Feroz Shah Kotla,Netherlands,field,219.19893899204243,202.0909090909091,0,1,83,1
433570,Zimbabwe,Canada,298,123,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",Zimbabwe,bat,204.35055350553506,192.63934426229508,1,1,287,1
433571,Kenya,Sri Lanka,142,146,Sri Lanka,R Premadasa Stadium,Kenya,bat,178.625,229.3519313304721,1,1,203,0
433572,England,Ireland,327,329,Ireland,M Chinnaswamy Stadium,England,bat,241.78454332552693,217.432,1,1,135,0
433573,South Africa,Netherlands,351,120,South Africa,"Punjab Cricket Association Stadium, Mohali",Netherlands,field,246.04545454545453,202.0909090909091,0,1,195,1
433574,Pakistan,Canada,184,138,Pakistan,R Premadasa Stadium,Pakistan,bat,237.21428571428572,192.63934426229508,1,1,203,1
433575,Zimbabwe,New Zealand,162,166,New Zealand,"Sardar Patel Stadium, Motera",Zimbabwe,bat,204.35055350553506,234.99731903485255,1,1,219,0
433576,Bangladesh,West Indies,58,59,West Indies,Shere Bangla National Stadium,Bangladesh,bat,214.4063492063492,219.19893899204243,1,1,240,0
433578,Ireland,India,207,210,India,M Chinnaswamy Stadium,India,field,217.432,247.694,0,1,135,0
433579,England,South Africa,171,165,England,"MA Chidambaram Stadium, Chepauk",England,bat,241.78454332552693,246.04545454545453,1,1,140,1
433580,Kenya,Canada,198,199,Canada,Feroz Shah Kotla,Kenya,bat,178.625,192.63934426229508,1,1,83,0
433581,New Zealand,Pakistan,302,192,New Zealand,Pallekele International Cricket Stadium,New Zealand,bat,234.99731903485255,237.21428571428572,1,1,189,1
433582,Netherlands,India,189,191,India,Feroz Shah Kotla,Netherlands,bat,202.0909090909091,247.694,1,1,83,0
433583,Sri Lanka,Zimbabwe,327,188,Sri Lanka,Pallekele International Cricket Stadium,Zimbabwe,field,229.3519313304721,204.35055350553506,0,1,189,1
433584,West Indies,Ireland,275,231,West Indies,"Punjab Cricket Association Stadium, Mohali",Ireland,field,219.19893899204243,217.432,0,1,195,1
433585,England,Bangladesh,225,227,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,field,241.78454332552693,214.4063492063492,0,1,303,0
433586,India,South Africa,296,300,South Africa,"Vidarbha Cricket Association Stadium, Jamtha",India,bat,247.694,246.04545454545453,1,1,287,0
433587,New Zealand,Canada,358,261,New Zealand,Wankhede Stadium,Canada,field,234.99731903485255,192.63934426229508,0,1,292,1
433588,Australia,Kenya,324,264,Australia,M Chinnaswamy Stadium,Australia,bat,246.49891540130153,178.625,1,1,135,1
433589,Zimbabwe,Pakistan,151,164,Pakistan,Pallekele International Cricket Stadium,Zimbabwe,bat,204.35055350553506,237.21428571428572,1,1,189,0
433590,Netherlands,Bangladesh,160,166,Bangladesh,Zahur Ahmed Chowdhury Stadium,Netherlands,bat,202.0909090909091,214.4063492063492,1,1,303,0
433591,South Africa,Ireland,272,141,South Africa,Eden Gardens,Ireland,field,246.04545454545453,217.432,0,1,77,1
433592,Canada,Australia,211,212,Australia,M Chinnaswamy Stadium,Canada,bat,192.63934426229508,246.49891540130153,1,1,135,0
433593,England,West Indies,243,225,England,"MA Chidambaram Stadium, Chepauk",England,bat,241.78454332552693,219.19893899204243,1,1,140,1
433594,Sri Lanka,New Zealand,265,153,Sri Lanka,Wankhede Stadium,Sri Lanka,bat,229.3519313304721,234.99731903485255,1,1,292,1
433595,Netherlands,Ireland,306,307,Ireland,Eden Gardens,Ireland,field,202.0909090909091,217.432,0,1,77,0
433596,Australia,Pakistan,176,178,Pakistan,R Premadasa Stadium,Australia,bat,246.49891540130153,237.21428571428572,1,1,203,0
433597,South Africa,Bangladesh,284,78,South Africa,Shere Bangla National Stadium,South Africa,bat,246.04545454545453,214.4063492063492,1,1,240,1
433598,Zimbabwe,Kenya,308,147,Zimbabwe,Eden Gardens,Zimbabwe,bat,204.35055350553506,178.625,1,1,77,1
433599,India,West Indies,268,188,India,"MA Chidambaram Stadium, Chepauk",India,bat,247.694,219.19893899204243,1,1,140,1
433600,West Indies,Pakistan,112,113,Pakistan,Shere Bangla National Stadium,West Indies,bat,219.19893899204243,237.21428571428572,1,1,240,0
433601,Australia,India,260,261,India,"Sardar Patel Stadium, Motera",Australia,bat,246.49891540130153,247.694,1,1,219,0
433602,New Zealand,South Africa,221,172,New Zealand,Shere Bangla National Stadium,New Zealand,bat,234.99731903485255,246.04545454545453,1,1,240,1
433603,England,Sri Lanka,229,231,Sri Lanka,R Premadasa Stadium,England,bat,241.78454332552693,229.3519313304721,1,1,203,0
433604,New Zealand,Sri Lanka,217,220,Sri Lanka,R Premadasa Stadium,New Zealand,bat,234.99731903485255,229.3519313304721,1,1,203,0
433605,India,Pakistan,260,231,India,"Punjab Cricket Association Stadium, Mohali",India,bat,247.694,237.21428571428572,1,1,195,1
433606,Sri Lanka,India,274,277,India,Wankhede Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,292,0
434258,Bangladesh,Sri Lanka,260,261,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field,214.4063492063492,229.3519313304721,0,1,240,0
434259,India,Sri Lanka,279,283,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field,247.694,229.3519313304721,0,1,240,0
434260,Bangladesh,India,296,297,India,Shere Bangla National Stadium,Bangladesh,bat,214.4063492063492,247.694,1,1,240,0
434261,Bangladesh,Sri Lanka,249,252,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field,214.4063492063492,229.3519313304721,0,1,240,0
434262,Sri Lanka,India,213,214,India,Shere Bangla National Stadium,Sri Lanka,bat,229.3519313304721,247.694,1,1,240,0
434263,Bangladesh,India,247,249,India,Shere Bangla National Stadium,India,field,214.4063492063492,247.694,0,1,240,0
434264,India,Sri Lanka,245,249,Sri Lanka,Shere Bangla National Stadium,Sri Lanka,field,247.694,229.3519313304721,0,1,240,0
439140,Zimbabwe,West Indies,254,252,Zimbabwe,Providence Stadium,Zimbabwe,bat,204.35055350553506,219.19893899204243,1,1,191,1
439141,Zimbabwe,West Indies,206,208,West Indies,Providence Stadium,Zimbabwe,bat,204.35055350553506,219.19893899204243,1,1,191,0
439142,West Indies,Zimbabwe,245,104,West Indies,"Arnos Vale Ground, Kingstown",Zimbabwe,field,219.19893899204243,204.35055350553506,0,1,10,1
439143,Zimbabwe,West Indies,141,142,West Indies,"Arnos Vale Ground, Kingstown",West Indies,field,204.35055350553506,219.19893899204243,0,1,10,0
439144,Zimbabwe,West Indies,161,165,West Indies,"Arnos Vale Ground, Kingstown",West Indies,field,204.35055350553506,219.19893899204243,0,1,10,0
439147,South Africa,West Indies,280,215,South Africa,"Sir Vivian Richards Stadium, North Sound",West Indies,field,246.04545454545453,219.19893899204243,0,1,245,1
439148,South Africa,West Indies,300,283,South Africa,"Sir Vivian Richards Stadium, North Sound",South Africa,bat,246.04545454545453,219.19893899204243,1,1,245,1
439149,South Africa,West Indies,224,157,South Africa,"Windsor Park, Roseau",South Africa,bat,246.04545454545453,219.19893899204243,1,1,302,1
439150,West Indies,South Africa,303,304,South Africa,"Windsor Park, Roseau",West Indies,bat,219.19893899204243,246.04545454545453,1,1,302,0
439151,West Indies,South Africa,252,255,South Africa,"Queen's Park Oval, Port of Spain",West Indies,bat,219.19893899204243,246.04545454545453,1,1,197,0
441827,India,South Africa,298,297,India,Sawai Mansingh Stadium,South Africa,field,247.694,246.04545454545453,0,1,222,1
441828,India,South Africa,401,248,India,Captain Roop Singh Stadium,India,bat,247.694,246.04545454545453,1,1,44,1
441829,South Africa,India,365,275,South Africa,"Sardar Patel Stadium, Motera",South Africa,bat,246.04545454545453,247.694,1,1,219,1
446957,Australia,Sri Lanka,239,243,Sri Lanka,Melbourne Cricket Ground,Australia,bat,246.49891540130153,229.3519313304721,1,1,160,0
446958,Sri Lanka,Australia,213,210,Sri Lanka,Sydney Cricket Ground,Sri Lanka,bat,229.3519313304721,246.49891540130153,1,1,260,1
446959,Sri Lanka,Australia,115,119,Australia,"Brisbane Cricket Ground, Woolloongabba",Sri Lanka,bat,229.3519313304721,246.49891540130153,1,1,36,0
446962,England,Australia,294,297,Australia,Melbourne Cricket Ground,England,bat,241.78454332552693,246.49891540130153,1,1,160,0
446963,Australia,England,230,184,Australia,Bellerive Oval,England,field,246.49891540130153,241.78454332552693,0,1,25,1
446964,England,Australia,214,215,Australia,Sydney Cricket Ground,England,bat,241.78454332552693,246.49891540130153,1,1,260,0
