match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision
530431,Sri Lanka,Pakistan,218,219,Pakistan,Sheikh Zayed Stadium,Sri Lanka,bat
531631,England,Pakistan,260,130,England,Sheikh Zayed Stadium,England,bat
531632,England,Pakistan,250,230,England,Sheikh Zayed Stadium,England,bat
531633,Pakistan,England,222,226,England,Dubai International Cricket Stadium,Pakistan,bat
531634,Pakistan,England,237,241,England,Dubai International Cricket Stadium,Pakistan,bat
531983,West Indies,Bangladesh,298,258,West Indies,Shere Bangla National Stadium,Bangladesh,field
531984,Bangladesh,West Indies,220,221,West Indies,Shere Bangla National Stadium,Bangladesh,bat
531985,West Indies,Bangladesh,61,62,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,field
534209,England,West Indies,288,172,England,The Rose Bowl,West Indies,field
534210,West Indies,England,238,239,England,Kennington Oval,England,field
534215,England,Australia,272,257,England,Lord's,Australia,field
534216,Australia,England,251,252,England,Kennington Oval,Australia,bat
534218,Australia,England,200,201,England,Riverside Ground,England,field
534219,Australia,England,145,138,Australia,Old Trafford,England,field
534229,South Africa,England,287,207,South Africa,The Rose Bowl,South Africa,bat
534230,South Africa,England,211,212,England,Kennington Oval,South Africa,bat
534231,South Africa,England,220,224,England,Lord's,England,field
534232,England,South Africa,182,186,South Africa,Trent Bridge,England,bat
535794,Pakistan,Bangladesh,262,241,Pakistan,Shere Bangla National Stadium,Bangladesh,field
535795,India,Sri Lanka,304,254,India,Shere Bangla National Stadium,Sri Lanka,field
535796,Sri Lanka,Pakistan,188,189,Pakistan,Shere Bangla National Stadium,Sri Lanka,bat
535797,India,Bangladesh,289,293,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
535798,Pakistan,India,329,330,India,Shere Bangla National Stadium,Pakistan,bat
535799,Sri Lanka,Bangladesh,232,212,Sri Lanka,Shere Bangla National Stadium,Bangladesh,field
535800,Pakistan,Bangladesh,236,234,Pakistan,Shere Bangla National Stadium,Bangladesh,field
536929,West Indies,India,211,213,India,Barabati Stadium,India,field
536930,West Indies,India,269,270,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,field
536931,West Indies,India,260,244,West Indies,"Sardar Patel Stadium, Motera",India,field
536932,India,West Indies,418,265,India,Holkar Cricket Stadium,India,bat
536933,India,West Indies,267,233,India,"MA Chidambaram Stadium, Chepauk",India,bat
538069,Bangladesh,Pakistan,91,93,Pakistan,Shere Bangla National Stadium,Bangladesh,bat
538070,Pakistan,Bangladesh,262,186,Pakistan,Shere Bangla National Stadium,Pakistan,bat
538071,Pakistan,Bangladesh,177,119,Pakistan,Zahur Ahmed Chowdhury Stadium,Pakistan,bat
540168,Australia,West Indies,204,140,Australia,"Arnos Vale Ground, Kingstown",Australia,bat
540169,Australia,West Indies,154,163,West Indies,"Arnos Vale Ground, Kingstown",West Indies,field
540170,Australia,West Indies,220,220,West Indies,"Arnos Vale Ground, Kingstown",Australia,bat
540171,West Indies,Australia,294,252,West Indies,"Beausejour Stadium, Gros Islet",Australia,field
540172,Australia,West Indies,281,251,Australia,"Beausejour Stadium, Gros Islet",West Indies,field
543881,Ireland,Kenya,200,201,Kenya,Mombasa Sports Club Ground,Ireland,bat
543882,Ireland,Kenya,237,120,Ireland,Mombasa Sports Club Ground,Ireland,bat
560923,New Zealand,West Indies,190,136,New Zealand,"Sabina Park, Kingston",West Indies,field
560924,West Indies,New Zealand,315,260,West Indies,"Sabina Park, Kingston",New Zealand,field
560925,New Zealand,West Indies,249,161,New Zealand,"Warner Park, Basseterre",West Indies,field
560926,West Indies,New Zealand,264,240,West Indies,"Warner Park, Basseterre",West Indies,bat
560927,West Indies,New Zealand,241,221,West Indies,"Warner Park, Basseterre",West Indies,bat
562439,Sri Lanka,Pakistan,135,135,Pakistan,Pallekele International Cricket Stadium,Sri Lanka,bat
562440,Sri Lanka,Pakistan,280,204,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,bat
562442,Sri Lanka,Pakistan,243,199,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
562443,Pakistan,Sri Lanka,247,248,Sri Lanka,R Premadasa Stadium,Pakistan,bat
564781,India,Sri Lanka,314,293,India,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",India,bat
564782,India,Sri Lanka,138,139,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",India,bat
564783,Sri Lanka,India,286,288,India,R Premadasa Stadium,Sri Lanka,bat
564784,Sri Lanka,India,251,255,India,R Premadasa Stadium,Sri Lanka,bat
564785,India,Sri Lanka,294,274,India,Pallekele International Cricket Stadium,India,bat
565812,England,India,325,316,England,Saurashtra Cricket Association Stadium,England,bat
565813,India,England,285,158,India,Nehru Stadium,India,bat
565814,England,India,155,157,India,JSCA International Stadium Complex,India,field
565815,England,India,257,258,India,"Punjab Cricket Association Stadium, Mohali",India,field
565816,India,England,226,227,England,Himachal Pradesh Cricket Association Stadium,England,field
566923,England,New Zealand,227,231,New Zealand,Lord's,New Zealand,field
566924,New Zealand,England,359,273,New Zealand,The Rose Bowl,New Zealand,bat
566925,England,New Zealand,287,253,England,Trent Bridge,New Zealand,field
566940,Ireland,England,269,274,England,"The Village, Malahide",England,field
566942,Australia,England,315,227,Australia,Old Trafford,England,field
566944,Australia,England,227,231,England,Sophia Gardens,England,field
566945,Australia,England,298,249,Australia,The Rose Bowl,Australia,bat
566946,South Africa,England,175,179,England,Kennington Oval,England,field
566947,Sri Lanka,India,181,182,India,Sophia Gardens,India,field
566948,India,England,129,124,India,Edgbaston,England,field
567358,South Africa,New Zealand,208,209,New Zealand,Boland Park,New Zealand,field
567359,New Zealand,South Africa,279,252,New Zealand,De Beers Diamond Oval,South Africa,field
567360,New Zealand,South Africa,260,264,South Africa,Senwes Park,New Zealand,bat
567368,South Africa,Pakistan,315,190,South Africa,Chevrolet Park,Pakistan,field
567369,South Africa,Pakistan,191,192,Pakistan,SuperSport Park,South Africa,bat
567370,South Africa,Pakistan,343,309,South Africa,New Wanderers Stadium,Pakistan,field
567371,South Africa,Pakistan,234,236,Pakistan,Kingsmead,South Africa,bat
567372,Pakistan,South Africa,205,208,South Africa,Willowmoore Park,Pakistan,bat
569240,England,New Zealand,258,259,New Zealand,Seddon Park,New Zealand,field
569241,New Zealand,England,269,270,England,McLean Park,England,field
569242,New Zealand,England,185,186,England,Eden Park,England,field
571145,Pakistan,Australia,198,199,Australia,Sharjah Cricket Stadium,Pakistan,bat
571146,Australia,Pakistan,248,249,Pakistan,Sheikh Zayed Stadium,Australia,bat
571147,Pakistan,Australia,244,250,Australia,Sharjah Cricket Stadium,Australia,field
573014,Australia,Sri Lanka,305,198,Australia,Melbourne Cricket Ground,Australia,bat
573015,Australia,Sri Lanka,170,172,Sri Lanka,Adelaide Oval,Sri Lanka,field
573016,Australia,Sri Lanka,74,75,Sri Lanka,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
573017,Australia,Sri Lanka,222,14,Australia,Sydney Cricket Ground,Australia,bat
573018,Australia,Sri Lanka,247,215,Australia,Bellerive Oval,Sri Lanka,field
573022,West Indies,Australia,70,71,Australia,Western Australia Cricket Association Ground,West Indies,bat
573023,Australia,West Indies,266,212,Australia,Western Australia Cricket Association Ground,West Indies,field
573024,Australia,West Indies,329,290,Australia,Manuka Oval,Australia,bat
573025,West Indies,Australia,220,221,Australia,Sydney Cricket Ground,West Indies,bat
573026,Australia,West Indies,274,257,Australia,Melbourne Cricket Ground,West Indies,field
578614,India,South Africa,331,305,India,Sophia Gardens,South Africa,field
578615,Pakistan,West Indies,170,172,West Indies,Kennington Oval,West Indies,field
578616,England,Australia,269,221,England,Edgbaston,England,bat
578617,Sri Lanka,New Zealand,138,139,New Zealand,Sophia Gardens,Sri Lanka,bat
578618,South Africa,Pakistan,234,167,South Africa,Edgbaston,South Africa,bat
578619,West Indies,India,233,236,India,Kennington Oval,India,field
578620,Australia,New Zealand,243,51,Australia,Edgbaston,Australia,bat
578621,England,Sri Lanka,293,297,Sri Lanka,Kennington Oval,Sri Lanka,field
578622,South Africa,West Indies,230,190,South Africa,Sophia Gardens,West Indies,field
578623,Pakistan,India,165,102,Pakistan,Edgbaston,India,field
578624,England,New Zealand,169,159,England,Sophia Gardens,New Zealand,field
578625,Sri Lanka,Australia,253,233,Sri Lanka,Kennington Oval,Australia,field
582188,New Zealand,Sri Lanka,250,118,New Zealand,Pallekele International Cricket Stadium,New Zealand,bat
582189,New Zealand,Sri Lanka,188,200,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,field
582190,New Zealand,Sri Lanka,131,131,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field
587471,West Indies,Bangladesh,199,201,Bangladesh,Sheikh Abu Naser Stadium,West Indies,bat
587472,Bangladesh,West Indies,292,132,Bangladesh,Sheikh Abu Naser Stadium,West Indies,field
587473,Bangladesh,West Indies,227,228,West Indies,Shere Bangla National Stadium,West Indies,field
587474,West Indies,Bangladesh,211,136,West Indies,Shere Bangla National Stadium,Bangladesh,field
587475,West Indies,Bangladesh,217,221,Bangladesh,Shere Bangla National Stadium,Bangladesh,field
589308,India,Pakistan,227,228,Pakistan,"MA Chidambaram Stadium, Chepauk",Pakistan,field
589309,Pakistan,India,250,165,Pakistan,Eden Gardens,India,field
589310,India,Pakistan,167,157,India,Feroz Shah Kotla,India,bat
592266,Canada,Kenya,227,228,Kenya,ICC Global Cricket Academy,Canada,bat
593983,West Indies,Zimbabwe,337,181,West Indies,"National Cricket Stadium, St George's",Zimbabwe,field
593985,Zimbabwe,West Indies,211,215,West Indies,"National Cricket Stadium, St George's",Zimbabwe,bat
597923,Sri Lanka,West Indies,208,209,West Indies,"Sabina Park, Kingston",West Indies,field
597924,India,West Indies,229,230,West Indies,"Sabina Park, Kingston",West Indies,field
597925,Sri Lanka,India,348,187,Sri Lanka,"Sabina Park, Kingston",India,field
597926,India,West Indies,311,171,India,"Queen's Park Oval, Port of Spain",West Indies,field
597927,Sri Lanka,West Indies,219,190,Sri Lanka,"Queen's Park Oval, Port of Spain",West Indies,field
597928,India,Sri Lanka,119,96,India,"Queen's Park Oval, Port of Spain",Sri Lanka,field
597929,Sri Lanka,India,201,203,India,"Queen's Park Oval, Port of Spain",India,field
601077,Pakistan,Scotland,231,135,Pakistan,"Grange Cricket Club Ground, Raeburn Place",Pakistan,bat
601612,Pakistan,Ireland,266,275,Ireland,Clontarf Cricket Club Ground,Pakistan,bat
601613,Ireland,Pakistan,229,230,Pakistan,Clontarf Cricket Club Ground,Pakistan,field
602474,Bangladesh,Sri Lanka,259,238,Bangladesh,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field
602476,Sri Lanka,Bangladesh,302,184,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,bat
623573,Bangladesh,Zimbabwe,269,148,Bangladesh,Queens Sports Club,Zimbabwe,field
623574,Bangladesh,Zimbabwe,252,253,Zimbabwe,Queens Sports Club,Zimbabwe,field
623575,Bangladesh,Zimbabwe,247,251,Zimbabwe,Queens Sports Club,Zimbabwe,field
631138,Ireland,Netherlands,236,148,Ireland,VRA Ground,Ireland,bat
635653,Sri Lanka,South Africa,320,140,Sri Lanka,R Premadasa Stadium,South Africa,field
635654,Sri Lanka,South Africa,223,104,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
635655,South Africa,Sri Lanka,223,167,South Africa,Pallekele International Cricket Stadium,South Africa,bat
635656,South Africa,Sri Lanka,238,239,Sri Lanka,Pallekele International Cricket Stadium,South Africa,bat
635657,Sri Lanka,South Africa,307,179,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
636159,England,Australia,269,270,Australia,Melbourne Cricket Ground,England,bat
636160,England,Australia,300,301,Australia,"Brisbane Cricket Ground, Woolloongabba",England,bat
636161,England,Australia,243,244,Australia,Sydney Cricket Ground,England,bat
636162,England,Australia,316,259,England,Western Australia Cricket Association Ground,Australia,field
636163,Australia,England,217,212,Australia,Adelaide Oval,Australia,bat
636533,West Indies,England,269,254,West Indies,"Sir Vivian Richards Stadium, North Sound",England,field
636534,West Indies,England,159,163,England,"Sir Vivian Richards Stadium, North Sound",England,field
636535,England,West Indies,303,278,England,"Sir Vivian Richards Stadium, North Sound",West Indies,field
643665,Zimbabwe,India,228,230,India,Harare Sports Club,India,field
643667,India,Zimbabwe,294,236,India,Harare Sports Club,Zimbabwe,field
643669,Zimbabwe,India,183,187,India,Harare Sports Club,India,field
643675,Zimbabwe,India,144,145,India,Queens Sports Club,India,field
643677,Zimbabwe,India,163,167,India,Queens Sports Club,India,field
645635,Pakistan,West Indies,224,98,Pakistan,Providence Stadium,West Indies,field
645637,West Indies,Pakistan,232,195,West Indies,Providence Stadium,Pakistan,field
645639,Pakistan,West Indies,229,229,West Indies,"Beausejour Stadium, Gros Islet",West Indies,field
645641,West Indies,Pakistan,261,189,West Indies,"Beausejour Stadium, Gros Islet",Pakistan,field
645643,West Indies,Pakistan,242,243,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,field
647249,Australia,India,304,232,Australia,Maharashtra Cricket Association Stadium,Australia,bat
647251,Australia,India,359,362,India,Sawai Mansingh Stadium,Australia,bat
647253,India,Australia,303,304,Australia,"Punjab Cricket Association Stadium, Mohali",Australia,field
647255,Australia,India,295,27,Australia,JSCA International Stadium Complex,India,field
647259,Australia,India,350,351,India,"Vidarbha Cricket Association Stadium, Jamtha",India,field
647261,India,Australia,383,326,India,M Chinnaswamy Stadium,Australia,field
648651,South Africa,India,358,217,South Africa,New Wanderers Stadium,India,field
648653,South Africa,India,280,146,South Africa,Kingsmead,India,field
649091,South Africa,Pakistan,183,182,South Africa,Sharjah Cricket Stadium,South Africa,bat
649093,Pakistan,South Africa,209,143,Pakistan,Dubai International Cricket Stadium,Pakistan,bat
649095,South Africa,Pakistan,259,191,South Africa,Sheikh Zayed Stadium,South Africa,bat
649097,South Africa,Pakistan,266,238,South Africa,Sheikh Zayed Stadium,South Africa,bat
649099,South Africa,Pakistan,268,151,South Africa,Sharjah Cricket Stadium,South Africa,bat
656399,New Zealand,Sri Lanka,331,233,New Zealand,Hagley Oval,Sri Lanka,field
656401,Australia,England,342,231,Australia,Melbourne Cricket Ground,England,field
656403,South Africa,Zimbabwe,339,277,South Africa,Seddon Park,Zimbabwe,field
656405,India,Pakistan,300,224,India,Adelaide Oval,India,bat
656407,West Indies,Ireland,304,307,Ireland,Saxton Oval,Ireland,field
656409,Scotland,New Zealand,142,146,New Zealand,University Oval,New Zealand,field
656413,United Arab Emirates,Zimbabwe,285,286,Zimbabwe,Saxton Oval,Zimbabwe,field
656415,England,New Zealand,123,125,New Zealand,Westpac Stadium,England,bat
656417,West Indies,Pakistan,310,160,West Indies,Hagley Oval,Pakistan,field
656423,India,South Africa,307,177,India,Melbourne Cricket Ground,India,bat
656425,England,Scotland,303,184,England,Hagley Oval,Scotland,field
656427,West Indies,Zimbabwe,372,289,West Indies,Manuka Oval,West Indies,bat
656429,United Arab Emirates,Ireland,278,279,Ireland,"Brisbane Cricket Ground, Woolloongabba",Ireland,field
656433,Sri Lanka,Bangladesh,332,240,Sri Lanka,Melbourne Cricket Ground,Sri Lanka,bat
656435,South Africa,West Indies,408,151,South Africa,Sydney Cricket Ground,South Africa,bat
656437,Australia,New Zealand,151,152,New Zealand,Eden Park,Australia,bat
656439,United Arab Emirates,India,102,104,India,Western Australia Cricket Association Ground,United Arab Emirates,bat
656441,England,Sri Lanka,309,312,Sri Lanka,Westpac Stadium,England,bat
656443,Pakistan,Zimbabwe,235,215,Pakistan,"Brisbane Cricket Ground, Woolloongabba",Pakistan,bat
656445,South Africa,Ireland,411,210,South Africa,Manuka Oval,South Africa,bat
656447,Pakistan,United Arab Emirates,339,210,Pakistan,McLean Park,United Arab Emirates,field
656451,Scotland,Bangladesh,318,322,Bangladesh,Saxton Oval,Bangladesh,field
656453,West Indies,India,182,185,India,Western Australia Cricket Association Ground,West Indies,bat
656455,Pakistan,South Africa,222,202,Pakistan,Eden Park,South Africa,field
656457,Ireland,Zimbabwe,331,326,Ireland,Bellerive Oval,Zimbabwe,field
656461,Australia,Sri Lanka,376,312,Australia,Sydney Cricket Ground,Australia,bat
656463,Bangladesh,England,275,260,Bangladesh,Adelaide Oval,England,field
656465,Ireland,India,259,260,India,Seddon Park,Ireland,bat
656467,Sri Lanka,Scotland,363,215,Sri Lanka,Bellerive Oval,Sri Lanka,bat
656469,South Africa,United Arab Emirates,341,195,South Africa,Westpac Stadium,United Arab Emirates,field
656471,Bangladesh,New Zealand,288,290,New Zealand,Seddon Park,New Zealand,field
656475,Zimbabwe,India,287,288,India,Eden Park,India,field
656477,Scotland,Australia,130,133,Australia,Bellerive Oval,Australia,field
656479,United Arab Emirates,West Indies,175,176,West Indies,McLean Park,West Indies,field
656481,Ireland,Pakistan,237,241,Pakistan,Adelaide Oval,Ireland,bat
656483,Sri Lanka,South Africa,133,134,South Africa,Sydney Cricket Ground,Sri Lanka,bat
656485,India,Bangladesh,302,193,India,Melbourne Cricket Ground,India,bat
656487,Pakistan,Australia,213,216,Australia,Adelaide Oval,Pakistan,bat
656489,New Zealand,West Indies,393,250,New Zealand,Westpac Stadium,New Zealand,bat
656491,South Africa,New Zealand,281,299,New Zealand,Eden Park,South Africa,bat
656493,Australia,India,328,233,Australia,Sydney Cricket Ground,Australia,bat
656495,New Zealand,Australia,183,186,Australia,Melbourne Cricket Ground,New Zealand,bat
657637,Pakistan,Sri Lanka,322,311,Pakistan,Sharjah Cricket Stadium,Pakistan,bat
657639,Pakistan,Sri Lanka,284,287,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,field
657641,Pakistan,Sri Lanka,326,213,Pakistan,Sharjah Cricket Stadium,Sri Lanka,field
