match_id,team_1,team_2,team_1_runs,team_2_runs,winner,venue,toss_winner,toss_decision
800471,South Africa,England,262,263,England,St George's Park,South Africa,bat
800473,England,South Africa,318,319,South Africa,SuperSport Park,England,bat
800475,England,South Africa,262,266,South Africa,New Wanderers Stadium,South Africa,field
800477,England,South Africa,236,237,South Africa,Newlands,South Africa,field
810829,Scotland,Ireland,216,220,Ireland,Dubai International Cricket Stadium,Ireland,field
817207,Bangladesh,South Africa,160,164,South Africa,Shere Bangla National Stadium,Bangladesh,bat
817209,South Africa,Bangladesh,162,167,Bangladesh,Shere Bangla National Stadium,South Africa,bat
817211,South Africa,Bangladesh,168,170,Bangladesh,Zahur Ahmed Chowdhury Stadium,South Africa,bat
848843,South Africa,New Zealand,304,284,South Africa,SuperSport Park,New Zealand,field
848845,South Africa,New Zealand,204,207,New Zealand,Senwes Park,South Africa,bat
848847,South Africa,New Zealand,283,221,South Africa,Kingsmead,South Africa,bat
858485,Bangladesh,Pakistan,329,250,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
858487,Pakistan,Bangladesh,239,240,Bangladesh,Shere Bangla National Stadium,Pakistan,bat
858489,Pakistan,Bangladesh,250,251,Bangladesh,Shere Bangla National Stadium,Pakistan,bat
860269,Sri Lanka,Pakistan,255,259,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field
860271,Pakistan,Sri Lanka,287,288,Sri Lanka,Pallekele International Cricket Stadium,Pakistan,bat
860273,Pakistan,Sri Lanka,316,181,Pakistan,R Premadasa Stadium,Pakistan,bat
860275,Sri Lanka,Pakistan,256,257,Pakistan,R Premadasa Stadium,Sri Lanka,bat
860277,Sri Lanka,Pakistan,368,203,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat
868727,Pakistan,Zimbabwe,375,334,Pakistan,Gaddafi Stadium,Pakistan,bat
868729,Zimbabwe,Pakistan,268,269,Pakistan,Gaddafi Stadium,Pakistan,field
868731,Pakistan,Zimbabwe,296,68,Pakistan,Gaddafi Stadium,Pakistan,bat
870731,Bangladesh,India,307,228,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
870733,India,Bangladesh,200,200,Bangladesh,Shere Bangla National Stadium,India,bat
870735,India,Bangladesh,317,240,India,Shere Bangla National Stadium,Bangladesh,field
885959,India,Zimbabwe,255,251,India,Harare Sports Club,Zimbabwe,field
885965,India,Zimbabwe,271,209,India,Harare Sports Club,Zimbabwe,field
885967,India,Zimbabwe,276,193,India,Harare Sports Club,Zimbabwe,field
894287,New Zealand,Zimbabwe,303,304,Zimbabwe,Harare Sports Club,Zimbabwe,field
894289,Zimbabwe,New Zealand,235,236,New Zealand,Harare Sports Club,Zimbabwe,bat
894291,New Zealand,Zimbabwe,273,235,New Zealand,Harare Sports Club,Zimbabwe,field
895807,India,Australia,309,310,Australia,Western Australia Cricket Association Ground,India,bat
895809,India,Australia,308,309,Australia,"Brisbane Cricket Ground, Woolloongabba",India,bat
895811,India,Australia,295,296,Australia,Melbourne Cricket Ground,Australia,field
895813,Australia,India,348,323,Australia,Manuka Oval,Australia,bat
895815,Australia,India,330,331,India,Sydney Cricket Ground,India,field
902641,England,Pakistan,216,217,Pakistan,Sheikh Zayed Stadium,England,bat
902643,England,Pakistan,283,188,England,Sheikh Zayed Stadium,England,bat
902645,Pakistan,England,208,210,England,Sharjah Cricket Stadium,Pakistan,bat
902647,England,Pakistan,355,271,England,Dubai International Cricket Stadium,England,bat
903593,South Africa,India,303,298,South Africa,Green Park,South Africa,bat
903595,India,South Africa,247,225,India,Holkar Cricket Stadium,India,bat
903597,South Africa,India,270,252,South Africa,Saurashtra Cricket Association Stadium,South Africa,bat
903599,India,South Africa,299,264,India,"MA Chidambaram Stadium, Chepauk",India,bat
903601,South Africa,India,438,224,South Africa,Wankhede Stadium,South Africa,bat
911049,Hong Kong,United Arab Emirates,298,209,Hong Kong,ICC Academy,Hong Kong,bat
913621,Sri Lanka,Ireland,377,241,Sri Lanka,"The Village, Malahide",Ireland,field
913623,Sri Lanka,England,286,286,England,Trent Bridge,England,field
913625,Sri Lanka,England,254,256,England,Edgbaston,Sri Lanka,bat
913627,Sri Lanka,England,248,16,Sri Lanka,County Ground,England,field
913629,Sri Lanka,England,305,309,England,Kennington Oval,England,field
913631,England,Sri Lanka,324,202,England,Sophia Gardens,Sri Lanka,field
913649,Pakistan,Ireland,337,82,Pakistan,"The Village, Malahide",Ireland,field
913653,Pakistan,England,260,194,Pakistan,The Rose Bowl,Pakistan,bat
913655,Pakistan,England,251,255,England,Lord's,Pakistan,bat
913657,England,Pakistan,444,275,England,Trent Bridge,England,bat
913659,Pakistan,England,247,252,England,Headingley,Pakistan,bat
913661,England,Pakistan,302,304,Pakistan,Sophia Gardens,Pakistan,field
914207,Sri Lanka,New Zealand,188,191,New Zealand,Hagley Oval,Sri Lanka,bat
914209,Sri Lanka,New Zealand,117,118,New Zealand,Hagley Oval,Sri Lanka,bat
914211,New Zealand,Sri Lanka,276,277,Sri Lanka,Saxton Oval,New Zealand,bat
914215,New Zealand,Sri Lanka,294,258,New Zealand,Bay Oval,Sri Lanka,field
914227,New Zealand,Pakistan,280,210,New Zealand,Basin Reserve,Pakistan,field
914231,New Zealand,Australia,307,148,New Zealand,Eden Park,Australia,field
914233,New Zealand,Australia,281,283,Australia,Westpac Stadium,New Zealand,bat
914235,New Zealand,Australia,246,191,New Zealand,Seddon Park,Australia,field
914265,Pakistan,New Zealand,290,265,Pakistan,Eden Park,Pakistan,bat
915777,West Indies,Sri Lanka,159,164,Sri Lanka,R Premadasa Stadium,Sri Lanka,field
915779,West Indies,Sri Lanka,214,225,Sri Lanka,R Premadasa Stadium,West Indies,bat
915781,West Indies,Sri Lanka,206,180,West Indies,Pallekele International Cricket Stadium,Sri Lanka,field
919607,Pakistan,Zimbabwe,259,128,Pakistan,Harare Sports Club,Zimbabwe,field
919609,Zimbabwe,Pakistan,276,256,Zimbabwe,Harare Sports Club,Pakistan,field
919611,Zimbabwe,Pakistan,161,162,Pakistan,Harare Sports Club,Pakistan,field
919613,Ireland,Zimbabwe,219,222,Zimbabwe,Harare Sports Club,Zimbabwe,field
919615,Ireland,Zimbabwe,268,270,Zimbabwe,Harare Sports Club,Zimbabwe,field
919617,Zimbabwe,Ireland,187,189,Ireland,Harare Sports Club,Ireland,field
931390,Bangladesh,Zimbabwe,273,128,Bangladesh,Shere Bangla National Stadium,Zimbabwe,field
931392,Bangladesh,Zimbabwe,241,183,Bangladesh,Shere Bangla National Stadium,Zimbabwe,field
931394,Bangladesh,Zimbabwe,276,215,Bangladesh,Shere Bangla National Stadium,Bangladesh,bat
932849,South Africa,West Indies,188,191,West Indies,Providence Stadium,South Africa,bat
932851,West Indies,Australia,116,117,Australia,Providence Stadium,Australia,field
932853,South Africa,Australia,189,142,South Africa,Providence Stadium,South Africa,bat
932855,Australia,South Africa,288,252,Australia,"Warner Park, Basseterre",Australia,bat
932857,Australia,West Indies,265,266,West Indies,"Warner Park, Basseterre",West Indies,field
932859,South Africa,West Indies,343,204,South Africa,"Warner Park, Basseterre",West Indies,field
932863,West Indies,Australia,282,283,Australia,"Kensington Oval, Bridgetown",Australia,field
932865,West Indies,South Africa,285,185,West Indies,"Kensington Oval, Bridgetown",South Africa,field
932867,Australia,West Indies,270,212,Australia,"Kensington Oval, Bridgetown",Australia,bat
936131,South Africa,Ireland,354,148,South Africa,Willowmoore Park,Ireland,field
936133,Ireland,Australia,198,199,Australia,Willowmoore Park,Ireland,bat
936135,Australia,South Africa,294,295,South Africa,SuperSport Park,South Africa,field
936137,South Africa,Australia,361,219,South Africa,New Wanderers Stadium,Australia,field
936139,Australia,South Africa,371,372,South Africa,Kingsmead,Australia,bat
936141,Australia,South Africa,167,168,South Africa,St George's Park,Australia,bat
936143,South Africa,Australia,327,296,South Africa,Newlands,South Africa,bat
936159,Sri Lanka,South Africa,181,185,South Africa,St George's Park,South Africa,field
936161,South Africa,Sri Lanka,307,186,South Africa,Kingsmead,Sri Lanka,field
936163,Sri Lanka,South Africa,163,164,South Africa,New Wanderers Stadium,South Africa,field
936165,South Africa,Sri Lanka,367,327,South Africa,Newlands,South Africa,bat
936167,South Africa,Sri Lanka,384,296,South Africa,SuperSport Park,Sri Lanka,field
995457,Sri Lanka,Australia,227,228,Australia,R Premadasa Stadium,Australia,field
995459,Sri Lanka,Australia,288,206,Sri Lanka,R Premadasa Stadium,Sri Lanka,bat
995461,Sri Lanka,Australia,226,227,Australia,Rangiri Dambulla International Stadium,Sri Lanka,bat
995463,Sri Lanka,Australia,212,217,Australia,Rangiri Dambulla International Stadium,Sri Lanka,bat
995465,Sri Lanka,Australia,195,199,Australia,Pallekele International Cricket Stadium,Sri Lanka,bat
997993,Scotland,United Arab Emirates,327,229,Scotland,"Grange Cricket Club Ground, Raeburn Place",United Arab Emirates,field
997995,United Arab Emirates,Scotland,228,229,Scotland,"Grange Cricket Club Ground, Raeburn Place",United Arab Emirates,bat
1000887,Australia,Pakistan,268,176,Australia,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
1000889,Australia,Pakistan,220,221,Pakistan,Melbourne Cricket Ground,Australia,bat
1000891,Pakistan,Australia,263,265,Australia,Western Australia Cricket Association Ground,Australia,field
1000893,Australia,Pakistan,353,267,Australia,Sydney Cricket Ground,Australia,bat
1000895,Australia,Pakistan,369,312,Australia,Adelaide Oval,Australia,bat
1001371,Australia,New Zealand,324,256,Australia,Sydney Cricket Ground,Australia,bat
1001373,Australia,New Zealand,378,262,Australia,Manuka Oval,New Zealand,field
1001375,Australia,New Zealand,264,147,Australia,Melbourne Cricket Ground,Australia,bat
1004283,Scotland,Hong Kong,153,136,Scotland,"Grange Cricket Club Ground, Raeburn Place",Hong Kong,field
1004285,Scotland,Hong Kong,266,213,Scotland,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat
1007649,Zimbabwe,India,168,173,India,Harare Sports Club,India,field
1007651,Zimbabwe,India,126,129,India,Harare Sports Club,India,field
1007653,Zimbabwe,India,123,126,India,Harare Sports Club,Zimbabwe,bat
1019973,New Zealand,Bangladesh,341,264,New Zealand,Hagley Oval,New Zealand,bat
1019975,New Zealand,Bangladesh,251,184,New Zealand,Saxton Oval,Bangladesh,field
1019977,Bangladesh,New Zealand,236,239,New Zealand,Saxton Oval,Bangladesh,bat
1020013,New Zealand,Australia,286,280,New Zealand,Eden Park,Australia,field
1020017,New Zealand,Australia,281,257,New Zealand,Seddon Park,New Zealand,bat
1020031,New Zealand,South Africa,207,210,South Africa,Seddon Park,South Africa,field
1020033,New Zealand,South Africa,289,283,New Zealand,Hagley Oval,South Africa,field
1020035,South Africa,New Zealand,271,112,South Africa,Westpac Stadium,South Africa,bat
1020037,South Africa,New Zealand,279,280,New Zealand,Seddon Park,South Africa,bat
1020039,New Zealand,South Africa,149,150,South Africa,Eden Park,South Africa,field
1022347,Bangladesh,England,305,308,England,Kennington Oval,England,field
1022349,New Zealand,Australia,291,53,New Zealand,Edgbaston,New Zealand,bat
1022351,South Africa,Sri Lanka,299,203,South Africa,Kennington Oval,Sri Lanka,field
1022353,India,Pakistan,319,164,India,Edgbaston,Pakistan,field
1022355,Bangladesh,Australia,182,83,Bangladesh,Kennington Oval,Bangladesh,bat
1022357,England,New Zealand,310,223,England,Sophia Gardens,New Zealand,field
1022359,South Africa,Pakistan,219,119,South Africa,Edgbaston,South Africa,bat
1022361,India,Sri Lanka,321,322,Sri Lanka,Kennington Oval,Sri Lanka,field
1022363,New Zealand,Bangladesh,265,268,Bangladesh,Sophia Gardens,New Zealand,bat
1022365,Australia,England,277,240,Australia,Edgbaston,England,field
1022367,South Africa,India,191,193,India,Kennington Oval,India,field
1022369,Sri Lanka,Pakistan,236,237,Pakistan,Sophia Gardens,Pakistan,field
1022371,England,Pakistan,211,215,Pakistan,Sophia Gardens,Pakistan,field
1022373,Bangladesh,India,264,265,India,Edgbaston,India,field
1022375,Pakistan,India,338,158,Pakistan,Kennington Oval,India,field
1026847,Hong Kong,Papua New Guinea,269,163,Hong Kong,"Mission Road Ground, Mong Kok",Hong Kong,bat
1026849,Papua New Guinea,Hong Kong,201,187,Papua New Guinea,"Mission Road Ground, Mong Kok",Papua New Guinea,bat
1026851,Papua New Guinea,Hong Kong,244,181,Papua New Guinea,"Mission Road Ground, Mong Kok",Papua New Guinea,bat
1027315,England,West Indies,296,251,England,"Sir Vivian Richards Stadium, North Sound",West Indies,field
1027317,West Indies,England,225,226,England,"Sir Vivian Richards Stadium, North Sound",West Indies,bat
1027319,England,West Indies,328,142,England,"Kensington Oval, Bridgetown",West Indies,field
1029001,Ireland,England,126,127,England,County Ground,Ireland,bat
1029003,England,Ireland,328,243,England,Lord's,Ireland,field
1029819,England,Bangladesh,309,288,England,Shere Bangla National Stadium,England,bat
1029821,Bangladesh,England,238,204,Bangladesh,Shere Bangla National Stadium,England,field
1029823,Bangladesh,England,277,278,England,Zahur Ahmed Chowdhury Stadium,England,field
1030219,New Zealand,India,190,194,India,Himachal Pradesh Cricket Association Stadium,India,field
1030221,New Zealand,India,242,236,New Zealand,Feroz Shah Kotla,India,field
1030223,New Zealand,India,285,289,India,"Punjab Cricket Association Stadium, Mohali",India,field
1030225,New Zealand,India,260,241,New Zealand,JSCA International Stadium Complex,New Zealand,bat
1030227,India,New Zealand,269,79,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,bat
1031425,England,South Africa,339,267,England,Headingley,South Africa,field
1031427,England,South Africa,330,328,England,The Rose Bowl,South Africa,field
1031429,England,South Africa,153,156,South Africa,Lord's,South Africa,field
1031667,West Indies,England,204,210,England,Old Trafford,West Indies,bat
1031671,England,West Indies,369,245,England,County Ground,West Indies,field
1031673,West Indies,England,356,258,West Indies,Kennington Oval,England,field
1031675,West Indies,England,288,294,England,The Rose Bowl,England,field
1033363,New Zealand,Ireland,289,238,New Zealand,Malahide,Ireland,field
1033365,Bangladesh,New Zealand,257,258,New Zealand,Clontarf Cricket Club Ground,New Zealand,field
1033367,Ireland,Bangladesh,181,182,Bangladesh,Malahide,Bangladesh,field
1033369,New Zealand,Ireland,344,154,New Zealand,Malahide,Ireland,field
1033371,New Zealand,Bangladesh,270,271,Bangladesh,Clontarf Cricket Club Ground,Bangladesh,field
1034819,England,India,350,356,India,Maharashtra Cricket Association Stadium,India,field
1034821,India,England,381,366,India,Barabati Stadium,England,field
1034823,England,India,321,316,England,Eden Gardens,India,field
1050223,Pakistan,West Indies,284,175,Pakistan,Sharjah Cricket Stadium,West Indies,field
1050225,Pakistan,West Indies,337,278,Pakistan,Sharjah Cricket Stadium,Pakistan,bat
1050227,Pakistan,West Indies,308,172,Pakistan,Sheikh Zayed Stadium,Pakistan,bat
1059710,Zimbabwe,Sri Lanka,154,155,Sri Lanka,Harare Sports Club,Sri Lanka,field
1059711,West Indies,Sri Lanka,227,165,West Indies,Harare Sports Club,Sri Lanka,field
1059712,Zimbabwe,West Indies,257,257,West Indies,Queens Sports Club,Zimbabwe,bat
1059714,Sri Lanka,West Indies,330,329,Sri Lanka,Queens Sports Club,West Indies,field
1059715,Zimbabwe,West Indies,218,124,Zimbabwe,Queens Sports Club,Zimbabwe,bat
1059716,Zimbabwe,Sri Lanka,160,166,Sri Lanka,Queens Sports Club,Zimbabwe,bat
1068737,Papua New Guinea,United Arab Emirates,232,206,Papua New Guinea,Sheikh Zayed Stadium,Papua New Guinea,bat
1072310,Australia,England,304,308,England,Melbourne Cricket Ground,England,field
1072311,Australia,England,270,274,England,"Brisbane Cricket Ground, Woolloongabba",Australia,bat
1072312,England,Australia,302,286,England,Sydney Cricket Ground,Australia,field
1072313,England,Australia,196,197,Australia,Adelaide Oval,Australia,field
1072314,England,Australia,259,247,England,Perth Stadium,Australia,field
1075504,Bangladesh,South Africa,278,282,South Africa,Diamond Oval,Bangladesh,bat
1075505,South Africa,Bangladesh,353,249,South Africa,Boland Park,Bangladesh,field
1075506,South Africa,Bangladesh,369,169,South Africa,Buffalo Park,South Africa,bat
1077949,Pakistan,West Indies,308,309,West Indies,Providence Stadium,West Indies,field
1077950,Pakistan,West Indies,282,208,Pakistan,Providence Stadium,West Indies,field
1077951,West Indies,Pakistan,233,236,Pakistan,Providence Stadium,West Indies,bat
1078659,Scotland,Hong Kong,205,206,Hong Kong,Sheikh Zayed Stadium,Hong Kong,field
1078660,Scotland,United Arab Emirates,173,174,United Arab Emirates,Dubai International Cricket Stadium,Scotland,bat
1078661,Hong Kong,United Arab Emirates,174,175,United Arab Emirates,Dubai International Cricket Stadium,United Arab Emirates,field
1080630,Ireland,United Arab Emirates,270,185,Ireland,ICC Global Cricket Academy,United Arab Emirates,field
1080631,United Arab Emirates,Ireland,202,203,Ireland,ICC Global Cricket Academy,United Arab Emirates,bat
1083446,Bangladesh,Sri Lanka,324,234,Bangladesh,Rangiri Dambulla International Stadium,Sri Lanka,field
1083448,Sri Lanka,Bangladesh,280,210,Sri Lanka,Sinhalese Sports Club Ground,Bangladesh,field
1089183,United Arab Emirates,Papua New Guinea,251,148,United Arab Emirates,Sheikh Zayed Stadium,United Arab Emirates,bat
1089419,Scotland,Zimbabwe,317,272,Scotland,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat
1089420,Scotland,Zimbabwe,169,171,Zimbabwe,"Grange Cricket Club Ground, Raeburn Place",Scotland,bat
1098207,India,West Indies,310,205,India,"Queen's Park Oval, Port of Spain",West Indies,field
1098208,India,West Indies,251,158,India,"Sir Vivian Richards Stadium, North Sound",West Indies,field
1098209,West Indies,India,189,178,West Indies,"Sir Vivian Richards Stadium, North Sound",West Indies,bat
1098210,West Indies,India,205,206,India,"Sabina Park, Kingston",West Indies,bat
1104478,Sri Lanka,Zimbabwe,316,322,Zimbabwe,Galle International Stadium,Sri Lanka,bat
1104479,Zimbabwe,Sri Lanka,155,158,Sri Lanka,Galle International Stadium,Sri Lanka,field
1104480,Zimbabwe,Sri Lanka,310,312,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,field
1104481,Sri Lanka,Zimbabwe,300,219,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,bat
1104482,Sri Lanka,Zimbabwe,203,204,Zimbabwe,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,field
1109605,Sri Lanka,India,216,220,India,Rangiri Dambulla International Stadium,India,field
1109606,Sri Lanka,India,236,231,Sri Lanka,Pallekele International Cricket Stadium,India,field
1109607,Sri Lanka,India,217,218,India,Pallekele International Cricket Stadium,Sri Lanka,bat
1109608,India,Sri Lanka,375,207,India,"R.Premadasa Stadium, Khettarama",India,bat
1109609,Sri Lanka,India,238,239,India,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat
1115775,England,New Zealand,284,287,New Zealand,Seddon Park,New Zealand,field
1115776,New Zealand,England,223,225,England,Bay Oval,England,field
1115777,England,New Zealand,234,230,England,Westpac Stadium,New Zealand,field
1115778,England,New Zealand,335,339,New Zealand,University Oval,New Zealand,field
1115779,New Zealand,England,223,229,England,Hagley Oval,England,field
1115795,West Indies,New Zealand,248,249,New Zealand,Cobham Oval (New),New Zealand,field
1115796,New Zealand,West Indies,325,121,New Zealand,Hagley Oval,West Indies,field
1115797,New Zealand,West Indies,131,99,New Zealand,Hagley Oval,New Zealand,bat
1115802,New Zealand,Pakistan,315,166,New Zealand,Basin Reserve,Pakistan,field
1115803,Pakistan,New Zealand,246,151,Pakistan,Saxton Oval,Pakistan,bat
1115804,New Zealand,Pakistan,257,74,New Zealand,University Oval,New Zealand,bat
1115805,Pakistan,New Zealand,262,263,New Zealand,Seddon Park,Pakistan,bat
1115806,New Zealand,Pakistan,271,256,New Zealand,Basin Reserve,New Zealand,bat
1119496,India,Australia,281,137,India,"MA Chidambaram Stadium, Chepauk",India,bat
1119497,India,Australia,252,202,India,Eden Gardens,India,bat
1119498,Australia,India,293,294,India,Holkar Cricket Stadium,Australia,bat
1119499,Australia,India,334,313,Australia,M.Chinnaswamy Stadium,Australia,bat
1119500,Australia,India,242,243,India,"Vidarbha Cricket Association Stadium, Jamtha",Australia,bat
1119537,Australia,England,214,218,England,Kennington Oval,Australia,bat
1119538,England,Australia,342,304,England,Sophia Gardens,Australia,field
1119539,England,Australia,481,239,England,Trent Bridge,Australia,field
1119540,Australia,England,310,314,England,Riverside Ground,Australia,bat
1119541,Australia,England,205,208,England,Old Trafford,Australia,bat
1119546,England,India,268,269,India,Trent Bridge,India,field
1119547,England,India,322,236,England,Lord's,England,bat
1119548,India,England,256,260,England,Headingley,England,field
1120090,India,New Zealand,280,284,New Zealand,Wankhede Stadium,India,bat
1120091,New Zealand,India,230,232,India,Maharashtra Cricket Association Stadium,New Zealand,bat
1120092,India,New Zealand,337,331,India,Green Park,New Zealand,field
1120286,Pakistan,Sri Lanka,292,209,Pakistan,Dubai International Cricket Stadium,Sri Lanka,field
1120287,Pakistan,Sri Lanka,219,187,Pakistan,Sheikh Zayed Stadium,Pakistan,bat
1120288,Sri Lanka,Pakistan,208,209,Pakistan,Sheikh Zayed Stadium,Sri Lanka,bat
1120289,Sri Lanka,Pakistan,173,177,Pakistan,Sharjah Cricket Stadium,Sri Lanka,bat
1120290,Sri Lanka,Pakistan,103,105,Pakistan,Sharjah Cricket Stadium,Sri Lanka,bat
1122279,South Africa,India,269,270,India,Kingsmead,South Africa,bat
1122280,South Africa,India,118,119,India,SuperSport Park,India,field
1122281,India,South Africa,303,179,India,Newlands,South Africa,field
1122282,India,South Africa,289,207,India,The Wanderers Stadium,India,bat
1122283,India,South Africa,274,201,India,St George's Park,South Africa,field
1122284,South Africa,India,204,206,India,SuperSport Park,India,field
1122726,India,Sri Lanka,112,114,Sri Lanka,Himachal Pradesh Cricket Association Stadium,Sri Lanka,field
1122727,India,Sri Lanka,392,251,India,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sri Lanka,field
1122728,Sri Lanka,India,215,219,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,field
1124089,Hong Kong,Papua New Guinea,230,207,Hong Kong,ICC Academy,Papua New Guinea,field
1130737,Zimbabwe,Bangladesh,170,171,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,field
1130738,Zimbabwe,Sri Lanka,290,278,Zimbabwe,"Shere Bangla National Stadium, Mirpur",Sri Lanka,field
1130739,Bangladesh,Sri Lanka,320,157,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1130740,Zimbabwe,Sri Lanka,198,202,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Zimbabwe,bat
1130741,Bangladesh,Zimbabwe,216,125,Bangladesh,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1130742,Bangladesh,Sri Lanka,82,83,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Bangladesh,bat
1130743,Sri Lanka,Bangladesh,221,142,Sri Lanka,"Shere Bangla National Stadium, Mirpur",Sri Lanka,bat
1131274,United Arab Emirates,Ireland,222,226,Ireland,ICC Academy,Ireland,field
1131275,Ireland,United Arab Emirates,301,234,Ireland,ICC Academy,Ireland,bat
1131276,Scotland,Ireland,219,223,Ireland,ICC Academy,Ireland,field
1131277,Ireland,Scotland,331,307,Ireland,ICC Academy,Ireland,bat
1131278,Scotland,United Arab Emirates,249,218,Scotland,ICC Academy,United Arab Emirates,field
1131279,Scotland,United Arab Emirates,299,300,United Arab Emirates,ICC Academy,Scotland,bat
1133002,Papua New Guinea,Ireland,235,237,Ireland,Harare Sports Club,Ireland,field
1133003,West Indies,United Arab Emirates,357,297,West Indies,Old Hararians,West Indies,bat
1133005,Hong Kong,Scotland,91,92,Scotland,Bulawayo Athletic Club,Scotland,field
1133007,Papua New Guinea,West Indies,200,201,West Indies,Old Hararians,Papua New Guinea,bat
1133010,West Indies,Ireland,257,205,West Indies,Harare Sports Club,Ireland,field
1133012,Zimbabwe,Hong Kong,263,174,Zimbabwe,Queens Sports Club,Hong Kong,field
1133015,Ireland,United Arab Emirates,313,91,Ireland,Old Hararians,United Arab Emirates,field
1133017,Zimbabwe,Scotland,210,210,Scotland,Queens Sports Club,Zimbabwe,bat
1133019,Scotland,United Arab Emirates,322,249,Scotland,Queens Sports Club,Scotland,bat
1133022,Zimbabwe,Ireland,211,104,Zimbabwe,Harare Sports Club,Ireland,field
1133023,Papua New Guinea,Hong Kong,200,142,Papua New Guinea,Old Hararians,Papua New Guinea,bat
1133025,Ireland,Scotland,271,246,Ireland,Harare Sports Club,Scotland,field
1133026,Zimbabwe,West Indies,289,290,West Indies,Harare Sports Club,Zimbabwe,bat
1133028,West Indies,Scotland,198,125,West Indies,Harare Sports Club,Scotland,field
1133029,United Arab Emirates,Zimbabwe,235,226,United Arab Emirates,Harare Sports Club,Zimbabwe,field
1134540,United Arab Emirates,Papua New Guinea,221,113,United Arab Emirates,Harare Sports Club,Papua New Guinea,field
1140380,England,Sri Lanka,278,140,England,Rangiri Dambulla International Stadium,Sri Lanka,field
1140381,Sri Lanka,England,150,153,England,Pallekele International Cricket Stadium,England,field
1140382,Sri Lanka,England,273,132,Sri Lanka,Pallekele International Cricket Stadium,England,field
1140383,Sri Lanka,England,366,132,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat
1142584,Sri Lanka,South Africa,193,196,South Africa,Rangiri Dambulla International Stadium,Sri Lanka,bat
1142585,Sri Lanka,South Africa,244,246,South Africa,Rangiri Dambulla International Stadium,Sri Lanka,bat
1142586,South Africa,Sri Lanka,363,285,South Africa,Pallekele International Cricket Stadium,Sri Lanka,field
1142587,Sri Lanka,South Africa,306,187,Sri Lanka,Pallekele International Cricket Stadium,South Africa,field
1142588,Sri Lanka,South Africa,299,121,Sri Lanka,"R.Premadasa Stadium, Khettarama",Sri Lanka,bat
1142920,Pakistan,Zimbabwe,308,107,Pakistan,Queens Sports Club,Zimbabwe,field
1142921,Zimbabwe,Pakistan,194,195,Pakistan,Queens Sports Club,Zimbabwe,bat
1142922,Zimbabwe,Pakistan,67,69,Pakistan,Queens Sports Club,Zimbabwe,bat
1142923,Pakistan,Zimbabwe,399,155,Pakistan,Queens Sports Club,Pakistan,bat
1142924,Pakistan,Zimbabwe,364,233,Pakistan,Queens Sports Club,Pakistan,bat
1144146,Zimbabwe,South Africa,117,119,South Africa,Diamond Oval,South Africa,field
1144147,South Africa,Zimbabwe,198,78,South Africa,Mangaung Oval,South Africa,bat
1144148,Zimbabwe,South Africa,228,231,South Africa,Boland Park,Zimbabwe,bat
1144156,South Africa,Pakistan,266,267,Pakistan,St George's Park,South Africa,bat
1144157,Pakistan,South Africa,203,207,South Africa,Kingsmead,South Africa,field
1144158,Pakistan,South Africa,317,187,Pakistan,SuperSport Park,Pakistan,bat
1144159,South Africa,Pakistan,164,168,Pakistan,The Wanderers Stadium,Pakistan,field
1144160,Pakistan,South Africa,240,241,South Africa,Newlands,South Africa,field
1144167,Sri Lanka,South Africa,231,232,South Africa,The Wanderers Stadium,South Africa,field
1144168,South Africa,Sri Lanka,251,138,South Africa,SuperSport Park,Sri Lanka,field
1144169,South Africa,Sri Lanka,331,121,South Africa,Kingsmead,Sri Lanka,field
1144170,Sri Lanka,South Africa,189,190,South Africa,St George's Park,South Africa,field
1144171,Sri Lanka,South Africa,225,135,Sri Lanka,Newlands,Sri Lanka,bat
1144483,England,South Africa,311,207,England,Kennington Oval,South Africa,field
1144484,Pakistan,West Indies,105,108,West Indies,Trent Bridge,West Indies,field
1144485,Sri Lanka,New Zealand,136,137,New Zealand,Sophia Gardens,New Zealand,field
1144487,Bangladesh,South Africa,330,309,Bangladesh,Kennington Oval,South Africa,field
